car,bed,suburb,date_available,indoor_feature,title,bond,post_code,price_des,description,allowance,url,rental_yield,other_feature,property_id,price,outdoor_feature,property_type,crawl_date,floorplan,median_rent,street_address,bathroom,agent,agency 
[2],[3],Jamboree Heights,Available Now,"Toilets:,1",** PRICE REDUCTION **    CONVENIENTLY LOCATED 3 BEDROOM HOME,"$1,340",4074,$335 per week,LOCATION! LOCATION! LOCATION!     CLOSE TO SCHOOLS! SHOPS! TRANSPORT!,Pet Friendly,https://www.realestate.com.au/property-house-qld-jamboree+heights-415840969,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",[415840969],335,"Secure Parking,Garage Spaces:,2",House,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=415840969&theme=rea.rent,"<span class=""price""></span>",24 Dandenong Road,[1],Debbie Swales,Ray White - Centenary
[3],[3],Oxley,Available Now,"Toilets:,3,Air Conditioning",3 BEDROOM PLUS STUDY - 2 GARAGE FREE MOWING - WALK TO ALDI AND BUS,"$1,560",4075,$390 per week,SPACIOUS 3 BEDROOM TOWNHOUSE.,,https://www.realestate.com.au/property-townhouse-qld-oxley-422096158,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",[422096158],390,"Secure Parking,Garage Spaces:,2,Open Car Spaces:,1,Swimming Pool - Inground",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",40/100 Oakmont Avenue,[2],Tony Lin,RAAS Group
[1],[3],Riverhills,Available Now,,Pick Me Up Before I Go Go!,"$1,400",4074,$350 p.w.,"This lowset brick and tile home offers three bedrooms and one bathroom. The property features security screens throughout and ceiling fans in 2 bedrooms. Enjoy entertaining with a good-sized tiled kitchen, dining room and separate lounge. Also offers single lock-up garage and the backyard is fully fenced. Pets are negotiable. ",,https://www.realestate.com.au/property-house-qld-riverhills-413238427,"<span class=""rate""></span>",Property Type: House Garaging / carparking: Single lock-up Property Features: Smoke alarms,[413238427],350,"Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",328 Sumners Road,[1],Harcourts South West BDM,Harcourts Centenary Suburbs - Mt Ommaney
[2],[3],Oxley,Available Now,Air Conditioning,SPACIOUS 3 BED 2 GARAGE with View - WALK TO ALDI AND BUS,"$1,560",4075,$390 per week,READY FOR MOVE IN.,,https://www.realestate.com.au/property-townhouse-qld-oxley-422178518,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge",[422178518],390,"Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",32/100 Oakmont Avenue,[2],Tony Lin,RAAS Group
[1],[3],Richlands,Available Now,Air Conditioning,BRAND NEW TOWNHOUSES!!,"$1,480",4077,$370 per week,These stylish and spacious modern townhouses are brand new and ready to move in now so get in quick as they wont last long!,Pet Friendly,https://www.realestate.com.au/property-townhouse-qld-richlands-422476138,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",[422476138],370,"Secure Parking,Garage Spaces:,1,Balcony",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",43 Brentford Road,[2],Telisha Cook,Impact Real Estate Solution - UNDERWOOD
[2],[3],Mount Ommaney,Available Now,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Air Conditioning",Luxury 3 bedrooms Townhouse,"$2,120",4074,$530 per week,"READY for you now!  New painting through out the townhouse and new carpet.Contemporary townhouse offers you open plan living with privacy, set in exclusive Central Parklands. Not only do you get 3 good sized bedroom with plenty of storage in each room, you have a large ensuite and main bathroom with bath to relax and re-cooperate.  The open living area allows for a number of furniture placement options with direct access to your own private timber deck.  Air-conditioned up and down and dishwasher completes the picture for you. As a Central Parklands resident you also receive full membership to the exclusive Rec Club. Where you can swim or do laps in the 25 metre pool and take in the heated spa, maybe have a hit on the full size tennis court, perhaps the well-appointed gymnasium is your thing.  Then you have sauna, BBQ's and kitchen facilities to round up the day. Even better you don't have to maintain them and someone else cuts the footpath grass for you.  This property is just a couple of minutes' walk to Mount Ommaney shopping centre and express bus station. It is also close to many other services and facilities. Double car remote control garage.",,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-422301614,"<span class=""rate""></span>",0,[422301614],530,"Remote Garage,Garage Spaces:,2,Deck,Fully Fenced,Swimming Pool - Inground,Tennis Court",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",74 Greenway Circuit,[2],Yeni Cook 0411036998,Joy Realty - Sunnybank
[2],[3],Richlands,Available Now,"Toilets:,3,Air Conditioning",Living in Richlands,"$1,480",4077,370 wekly,Be quick for this rare opportunity. Family friendly and secured complex in the best location of Richlands. ,Pet Friendly,https://www.realestate.com.au/property-townhouse-qld-richlands-422948186,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Onsite Managers",[422948186],370,"Secure Parking,Garage Spaces:,2,Swimming Pool - Inground",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",36 Kathleen,[2],Summer Dong,Raine & Horne - Onsite Sales
[1],[2],Inala,Available Now,Broadband Internet Available,INALA,"$1,160",4077,$290 per week,"- Sorry, No pets",,https://www.realestate.com.au/property-house-qld-inala-423363514,"<span class=""rate""></span>",0,[423363514],290,"Carport Spaces:,1,Fully Fenced",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",99 Serviceton Avenue,[1],Cartwright Property Group,Cartwright Property Group - GRACEVILLE
[1],[3],Oxley,Available Now,"Floorboards,Broadband Internet Available,Built-in Wardrobes",OXLEY,"$1,420",4075,$355 per week,- 3 x Bedroom home in quiet location,,https://www.realestate.com.au/property-house-qld-oxley-423417570,"<span class=""rate""></span>",0,[423417570],355,"Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",27 Ingham Street,[1],Cartwright Property Group,Cartwright Property Group - GRACEVILLE
[1],[3],Oxley,Available Now,,Beautiful Home Near Oxley Train Station for Rent,"$2,000",4075,$495 per week,PROPERTY ID: 6330,,https://www.realestate.com.au/property-house-qld-oxley-423077666,"<span class=""rate""></span>",,[423077666],495,"Carport Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",17. Merring Street,[1],,Rentbetter - Bondi
[2],[3],Sinnamon Park,Available Now,"Ensuite:,1,Toilets:,2,Gym,Built-in Wardrobes,Dishwasher,Air Conditioning",105 Oldfield Road Sinnamon Park,"$1,800",4073,$450 / week,"High set Tuscan designed town houses and villa featuring: 3 large bedrooms (main with EN-SUITE) all with built-in robes, 2 bathrooms, 3 toilets, spacious open plan living, dining and kitchen area, air conditioning, tiled outdoor patio and entertainment area, remote lock-up garage plus additional adjacent parking space.",,https://www.realestate.com.au/property-townhouse-qld-sinnamon+park-417189650,"<span class=""rate""></span>",,[417189650],450,"Remote Garage,Garage Spaces:,1,Open Car Spaces:,1,Tennis Court",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",39 / 105 OLDFIELD RD,[2],Nan Li,Australian Property Management Alliance - Mango Hill
[1],[2],Sherwood,Available Now,Air Conditioning,Ultra Modern Unit So Close to the City,"$1,720",4075,$430 per week,** ARRANGE AN INSPECTION NOW ** ,,https://www.realestate.com.au/property-unit-qld-sherwood-423560586,"<span class=""rate""></span>",,[423560586],430,"Garage Spaces:,1",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",4/508 Oxley Road,[2],"Sarah Ratz,LJ Hooker Graceville",LJ Hooker - .
[2],[3],Sinnamon Park,Available Now,"Ensuite:,1,Toilets:,3,Intercom,Built-in Wardrobes,Dishwasher,Air Conditioning",105 Oldfield Road Sinnamon Park,"$1,760",4073,$440 / week,"High set Tuscan designed town houses and villa featuring: 3 large bedrooms (main with EN-SUITE) all with built-in robes, 2 bathrooms, 3 toilets, spacious open plan living, dining and kitchen area, air conditioning, tiled outdoor patio and entertainment area, remote lock-up garage plus additional adjacent parking space.",,https://www.realestate.com.au/property-townhouse-qld-sinnamon+park-423560326,"<span class=""rate""></span>",,[423560326],440,"Remote Garage,Secure Parking,Carport Spaces:,1,Garage Spaces:,1,Fully Fenced,Swimming Pool - Inground,Tennis Court",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",30 / 105 OLDFIELD RD,[2],Nan Li,Australian Property Management Alliance - Mango Hill
[2],[3],Darra,Available Now,"Ensuite:,1,Living Areas:,1,Built-in Wardrobes",I Ain't No High Maintenance #Imakeeper,"$1,400",4076,$350 p.w.,This highly sought-after townhouse is available now in Oxley Mews!,,https://www.realestate.com.au/property-villa-qld-darra-423606682,"<span class=""rate""></span>",Property Type: Villa Garaging / carparking: Double lock-up,[423606682],350,"Garage Spaces:,2",Villa,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",69/35 Ashridge Road,[2],"Harcourts South West BDM,Harcourts South West Real Estate",Harcourts Centenary Suburbs - Mt Ommaney
[1],[3],Sinnamon Park,Available Now,,A House In a Sensational Location. Priced to rent!,"$1,640",4073,$410 per week,"This 3 bedroom, 2 bathroom house contains a fenced backyard and includes an ensuite, entertainment area, ceiling fans to the living room, a family room and walk in robe to the master bedroom.",,https://www.realestate.com.au/property-house-qld-sinnamon+park-423752506,"<span class=""rate""></span>",0,[423752506],410,"Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",43 McPherson Road,[2],Contact Rentals,Activerealestate.com.au - .
[1],[1],Corinda,Available Now,,MODERN & AFFORDABLE,"$1,180",4075,$295 per week,Property Features ,,https://www.realestate.com.au/property-unit-qld-corinda-423947666,"<span class=""rate""></span>","Close to Schools, Close to Shops, Close to Transport",[423947666],295,"Garage Spaces:,1",Unit,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",4/44 Martindale Street,[1],"Sarah Ratz,LJ Hooker Graceville",LJ Hooker - .
[1],[3],Inala,Available Now,"Toilets:,1,Floorboards,Air Conditioning",Neat and Tidy family home!,"$1,200",4077,$300 per week,"Offering a simple layout, this home features a large air-conditioned lounge and dining space, with the 3 bedrooms and 1 bathroom located privately down the hallway.",Pet Friendly,https://www.realestate.com.au/property-house-qld-inala-423881394,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Ceiling Fans",[423881394],300,"Carport Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",3 Ursa Street,[1],Courtney Pearson,One Agency - Forest Lake
[4],[4],Jindalee,Sat 06-Oct-18,"Ensuite:,1,Living Areas:,1",Dual living home in central Jindalee,"$1,680",4074,$420.00 Per Week,This lovely family home in Jindalee is set up for dual living with a kitchenette and ensuite in the downstairs room. Upstairs features polished floors and an open lounge and dining rooms with a great kitchen with good appliances. A great balcony off the lounge catches the breezes and sunsets perfect for that afternoon beer or wine.,Pet Friendly,https://www.realestate.com.au/property-house-qld-jindalee-408462875,"<span class=""rate""></span>",,[408462875],"420,00","Carport Spaces:,2,Garage Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",42 Moolingal Street,[2],Innovation Rentals,Innovation Real Estate - Jamboree Heights
[2],[4],Jindalee,Available Now,Air Conditioning,EASY AND AFFORDABLE - READY NOW!,,4074,$400 Weekly,You will feel like being in a near new refurbished home with near new carpets and freshly painted throughout. Walk to all that is on offer in Jindalee!,,https://www.realestate.com.au/property-house-qld-jindalee-409098559,"<span class=""rate""></span>",,[409098559],400,"Carport Spaces:,1,Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",33 Curragundi Road,[1],Rentals - Centenary Real Estate,Centenary Real Estate - Jindalee
[2],[3],Mount Ommaney,Available Now,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher,Air Conditioning",This large two level 3 bedroom townhouse is more than just a ‘rental’,"$2,160",4074,$540 per week,This two level 3 bedroom townhouse is more than just a ‘rental’. ,Pet Friendly,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-423979086,"<span class=""rate""></span>",0,[423979086],540,"Remote Garage,Garage Spaces:,2,Balcony,Deck",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",11/5 Central Ave,[2],Yeni Cook 0411036998,Joy Realty - Sunnybank
[3],[3],Jamboree Heights,Available Now,"Ensuite:,1,Living Areas:,2,Toilets:,3,Broadband Internet Available,Built-in Wardrobes,Rumpus Room,Air Conditioning",Partially furnished house,,4074,$550 per week,Property ID: 419094626 - required for telephone enquiry.,,https://www.realestate.com.au/property-house-qld-jamboree+heights-419094626,"<span class=""rate""></span>",,[419094626],550,"Remote Garage,Secure Parking,Carport Spaces:,2,Garage Spaces:,1,Balcony,Fully Fenced",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",66 Brownie Street,[3],Stephen Hopson,Zero Commission - Australia
[2],[3],Richlands,Available Now,"Toilets:,3,Air Conditioning",Living in Richlands,"$1,520",4077,380 weekly,Be quick for this rare opportunity. Family friendly and secured complex in the best location of Richlands. ,Pet Friendly,https://www.realestate.com.au/property-townhouse-qld-richlands-423996614,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Onsite Managers",[423996614],380,"Secure Parking,Garage Spaces:,2,Swimming Pool - Inground",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",35 Kathleen,[2],Summer Dong,Raine & Horne - Onsite Sales
[2],[4],Richlands,Available Now,"Built-in Wardrobes,Dishwasher,Split-system Air Conditioning",2 WEEKS FREE RENT !!!,"$1,680",4077,$420 per week,"Beautiful home in a nice, quiet pocket of Richlands",,https://www.realestate.com.au/property-house-qld-richlands-424021118,"<span class=""rate""></span>",,[424021118],420,"Remote Garage,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",52 Jordan Street,[2],Vanessa Mc Cready,Twenty Four Seven Realty - -
